matricula;marca;modelo;precio;descuento;localizacion;tipo;kilometros;fecha matriculacion;potencia;garantia;puertas;cambio;imagen;descripcion
4193odw;kia;picanto;2932.72;27.94;castellon;turismo;288757;2003-07-07;142;22 meses;5 puertas;automatico;coche/cochegranate.jpg;odw estas con las letras de mi matricula
1554kdv;fiat;tipo;5119.0;47.58;murcia;turismo;51360;1999-08-12;40;12 meses;3 puertas;automatico;coche/cochenegro.jpg;kdv estas con las letras de mi matricula
7482uqs;ford;mondeo;4602.19;7.79;navarra;turismo;438772;1970-12-31;180;8 meses;4 puertas;automatico;coche/cochegranate.jpg;uqs estas con las letras de mi matricula
6815gbf;citroen;aircross;2516.29;29.6;guipuzcoa;sedan;351591;2014-06-24;181;28 meses;5 puertas;automatico;coche/cochemarron.jpg;gbf estas con las letras de mi matricula
5656zcr;citroen;aircross;1247.0;88.5;barcelona;sedan;261825;1995-06-20;39;8 meses;3 puertas;automatico;coche/cochemarron.jpg;zcr estas con las letras de mi matricula
3410nfa;chevrolet;cruze;9030.56;89.44;ceuta;descapotable;287554;1975-11-24;168;12 meses;3 puertas;automatico;coche/cochemarron.jpg;nfa estas con las letras de mi matricula
9168usq;ford;mondeo;796.39;35.09;melilla;turismo;241631;1992-05-06;193;28 meses;2 puertas;automatico;coche/cocheturquesa.jpeg;usq estas con las letras de mi matricula
3994sxo;audi;a4;7914.02;41.5;barcelona;sedan;282512;2020-06-30;163;10 meses;4 puertas;manual;coche/cochenaranja.jpg;sxo estas con las letras de mi matricula
7174qxm;mercedes;clase a;7966.2;33.17;toledo;turismo;371182;2009-05-11;171;20 meses;2 puertas;manual;coche/cocherojo.jpg;qxm estas con las letras de mi matricula
0185jhw;chevrolet;captiva;5066.09;90.37;huelva;turismo;390936;1998-07-27;61;22 meses;4 puertas;manual;coche/cochegranate.jpg;jhw estas con las letras de mi matricula
8480xuw;honda;cr-v;6980.53;18.26;guadalajara;turismo;104346;2003-07-17;191;16 meses;2 puertas;manual;coche/cochemarron.jpg;xuw estas con las letras de mi matricula
0306ucd;ford;custom;6730.13;24.76;burgos;turismo;345608;2007-10-04;133;16 meses;3 puertas;automatico;coche/cocherojo.jpg;ucd estas con las letras de mi matricula
4258zfu;citroen;berlingo;2198.8;99.76;la rioja;sedan;114078;2021-09-11;133;18 meses;3 puertas;manual;coche/cocheturquesa.jpeg;zfu estas con las letras de mi matricula
9031idu;fiat;500;5004.21;38.25;girona;turismo;208256;2015-01-09;56;24 meses;3 puertas;manual;coche/cocherojo.jpg;idu estas con las letras de mi matricula
4810oma;chevrolet;camaro;8792.27;27.78;valencia;descapotable;247841;1978-11-29;113;12 meses;5 puertas;automatico;coche/cocheturquesa.jpeg;oma estas con las letras de mi matricula
8922piw;bmw;serie 3;4996.17;28.94;santa cruz de tenerife;turismo;179517;2001-03-12;54;2 meses;5 puertas;automatico;coche/cocherojo.jpg;piw estas con las letras de mi matricula
4954yiy;hyhundai;genesis;3655.13;75.3;toledo;turismo;368220;1988-04-18;129;10 meses;4 puertas;automatico;coche/cochegranate.jpg;yiy estas con las letras de mi matricula
1182ijm;chevrolet;aveo;3213.69;69.94;ceuta;descapotable;90366;1984-08-24;129;2 meses;3 puertas;manual;coche/cochenaranja.jpg;ijm estas con las letras de mi matricula
3171vbm;porsche;spyder;8100.41;66.87;huesca;turismo;58092;1988-05-24;140;14 meses;2 puertas;manual;coche/cochemarron.jpg;vbm estas con las letras de mi matricula
1095plw;chevrolet;camaro;1677.68;19.7;cantabria;turismo;326281;1998-02-13;199;10 meses;2 puertas;automatico;coche/cochenaranja.jpg;plw estas con las letras de mi matricula
6048hoi;bmw;serie 3;862.88;23.17;navarra;descapotable;323856;1981-04-27;96;12 meses;3 puertas;automatico;coche/cocheturquesa.jpeg;hoi estas con las letras de mi matricula
3275lul;seat;cordoba;6964.36;57.28;lleida;sedan;133301;1995-09-17;71;8 meses;5 puertas;manual;coche/cocherojo.jpg;lul estas con las letras de mi matricula
3301fpc;lexus;ns;9892.07;90.97;madrid;turismo;365107;1989-02-25;123;4 meses;4 puertas;manual;coche/cochenaranja.jpg;fpc estas con las letras de mi matricula
4201eig;citroen;c4;9383.33;51.2;ciudad real;sedan;211671;2010-06-24;96;30 meses;5 puertas;manual;coche/cocherojo.jpg;eig estas con las letras de mi matricula
4803yjl;hyhundai;sonata;766.92;80.89;castellon;descapotable;110644;2000-01-02;190;16 meses;5 puertas;manual;coche/cocheturquesa.jpeg;yjl estas con las letras de mi matricula
5596eui;chevrolet;aveo;4793.3;2.16;zaragoza;descapotable;376664;1981-06-22;109;20 meses;2 puertas;manual;coche/cocheturquesa.jpeg;eui estas con las letras de mi matricula
9771khk;hyhundai;genesis;6138.15;76.04;guadalajara;sedan;367484;1995-03-24;35;16 meses;2 puertas;manual;coche/cochemarron.jpg;khk estas con las letras de mi matricula
7295orh;lexus;ls;3820.02;17.7;ceuta;turismo;152795;1979-12-04;16;16 meses;5 puertas;automatico;coche/cochemarron.jpg;orh estas con las letras de mi matricula
5274cbi;hyhundai;genesis;9474.86;55.87;vizcaya;sedan;420253;1979-02-21;191;18 meses;2 puertas;automatico;coche/cochegranate.jpg;cbi estas con las letras de mi matricula
0859tns;renault;megane;4165.92;79.35;las palmas;descapotable;42733;2012-07-17;76;8 meses;5 puertas;manual;coche/cochegranate.jpg;tns estas con las letras de mi matricula
1773rhy;lexus;rx;902.86;56.81;alicante;sedan;72043;1991-12-05;183;22 meses;2 puertas;automatico;coche/cochenegro.jpg;rhy estas con las letras de mi matricula
8916ech;chevrolet;aveo;2111.47;53.54;huelva;sedan;127005;2005-12-13;145;24 meses;3 puertas;manual;coche/cochenegro.jpg;ech estas con las letras de mi matricula
1758dzv;fiat;tipo;1994.41;71.96;soria;sedan;401463;2016-05-30;193;20 meses;4 puertas;automatico;coche/cochenegro.jpg;dzv estas con las letras de mi matricula
4920xrq;lexus;ls;5436.9;92.61;melilla;descapotable;76666;1985-06-26;139;20 meses;4 puertas;manual;coche/cochemarron.jpg;xrq estas con las letras de mi matricula
8588utk;chevrolet;captiva;4214.64;28.8;zaragoza;sedan;378676;1998-11-10;66;22 meses;5 puertas;manual;coche/cocheturquesa.jpeg;utk estas con las letras de mi matricula
2784wfw;ford;fiesta;8489.77;99.44;zaragoza;descapotable;253524;1987-04-29;175;12 meses;4 puertas;manual;coche/cocheturquesa.jpeg;wfw estas con las letras de mi matricula
1569dhx;bmw;serie1;9374.13;77.1;toledo;sedan;50314;2009-02-02;18;20 meses;4 puertas;automatico;coche/cochenegro.jpg;dhx estas con las letras de mi matricula
5046grl;citroen;c3;9863.35;9.27;malaga;turismo;1457;2005-03-20;57;4 meses;5 puertas;manual;coche/cochenegro.jpg;grl estas con las letras de mi matricula
8012zsb;fiat;panda;8883.8;22.99;huesca;turismo;272370;2011-10-30;190;6 meses;4 puertas;manual;coche/cocheturquesa.jpeg;zsb estas con las letras de mi matricula
7026exy;hyhundai;elantra;2590.15;21.59;huelva;sedan;191608;1990-11-06;36;8 meses;2 puertas;automatico;coche/cocheturquesa.jpeg;exy estas con las letras de mi matricula
1233jol;lexus;rx;235.22;53.71;santa cruz de tenerife;sedan;67374;1990-05-27;154;4 meses;2 puertas;manual;coche/cochegranate.jpg;jol estas con las letras de mi matricula
3363yby;lexus;rx;4076.24;81.64;alaba;sedan;45865;1996-07-29;16;14 meses;4 puertas;automatico;coche/cocherojo.jpg;yby estas con las letras de mi matricula
8738upn;honda;cr-v;8750.95;6.88;a coruna;descapotable;411897;2010-11-23;12;22 meses;3 puertas;manual;coche/cochemarron.jpg;upn estas con las letras de mi matricula
4528emx;ford;mondeo;211.24;29.51;valladolid;turismo;206305;1987-12-04;172;8 meses;5 puertas;automatico;coche/cochegranate.jpg;emx estas con las letras de mi matricula
6185pjs;land rover;discovery;9435.3;69.79;las palmas;turismo;176272;2014-12-30;172;10 meses;3 puertas;automatico;coche/cochenaranja.jpg;pjs estas con las letras de mi matricula
4621ngo;audi;a6;888.95;23.73;burgos;turismo;221291;2004-07-27;57;6 meses;4 puertas;automatico;coche/cochemarron.jpg;ngo estas con las letras de mi matricula
0390ucy;honda;cr-v;1096.52;71.56;jaen;turismo;55928;1976-09-13;161;8 meses;4 puertas;manual;coche/cochemarron.jpg;ucy estas con las letras de mi matricula
9795blo;audi;a4;6191.15;90.79;valladolid;sedan;46760;2017-10-30;138;28 meses;4 puertas;manual;coche/cocheturquesa.jpeg;blo estas con las letras de mi matricula
1596hxm;lexus;ns;6748.43;73.16;melilla;descapotable;66643;2010-11-02;166;30 meses;3 puertas;automatico;coche/cochemarron.jpg;hxm estas con las letras de mi matricula
1357amd;citroen;c3;1963.76;33.93;granada;descapotable;459028;1990-10-29;76;8 meses;2 puertas;automatico;coche/cocheturquesa.jpeg;amd estas con las letras de mi matricula
0676sei;citroen;aircross;6739.28;14.04;ceuta;sedan;430897;1983-03-18;194;4 meses;3 puertas;manual;coche/cocheturquesa.jpeg;sei estas con las letras de mi matricula
2495snq;bmw;serie1;7738.16;56.16;pontevedra;sedan;254659;1977-11-13;158;12 meses;5 puertas;automatico;coche/cocherojo.jpg;snq estas con las letras de mi matricula
3550mns;chevrolet;cruze;2067.23;20.1;caceres;descapotable;217897;1971-11-18;4;28 meses;2 puertas;automatico;coche/cochenegro.jpg;mns estas con las letras de mi matricula
3991iui;mercedes;vito;6593.51;7.4;badajoz;turismo;382047;1974-07-06;94;18 meses;5 puertas;automatico;coche/cochemarron.jpg;iui estas con las letras de mi matricula
5055qwp;mercedes;vito;5195.18;43.61;castellon;descapotable;76339;1997-12-08;56;8 meses;3 puertas;automatico;coche/cochenegro.jpg;qwp estas con las letras de mi matricula
0098kcp;lexus;ns;9145.85;91.84;barcelona;sedan;497730;2014-04-07;89;8 meses;5 puertas;automatico;coche/cocherojo.jpg;kcp estas con las letras de mi matricula
7624zug;land rover;discovery;8157.81;11.62;sevilla;sedan;241358;1997-09-12;125;4 meses;3 puertas;automatico;coche/cocherojo.jpg;zug estas con las letras de mi matricula
8617ppw;kia;sorento;1273.43;27.42;salamanca;sedan;237068;1990-11-07;137;10 meses;5 puertas;automatico;coche/cochenegro.jpg;ppw estas con las letras de mi matricula
7025fkc;citroen;berlingo;6557.68;32.49;sevilla;sedan;116217;1978-11-08;44;12 meses;5 puertas;automatico;coche/cocheturquesa.jpeg;fkc estas con las letras de mi matricula
1375nay;hyhundai;elantra;1633.21;17.49;jaen;sedan;355724;1988-08-11;73;4 meses;3 puertas;manual;coche/cocheturquesa.jpeg;nay estas con las letras de mi matricula
4635zjr;fiat;tipo;3124.96;41.62;ceuta;descapotable;89650;1990-03-28;176;2 meses;2 puertas;manual;coche/cochegranate.jpg;zjr estas con las letras de mi matricula
4029muv;audi;tt;2084.55;94.25;jaen;descapotable;123515;1991-02-08;64;10 meses;3 puertas;automatico;coche/cochemarron.jpg;muv estas con las letras de mi matricula
9344edi;mercedes;clase c;4419.26;19.15;huelva;descapotable;388879;2003-08-10;136;20 meses;5 puertas;manual;coche/cochegranate.jpg;edi estas con las letras de mi matricula
5844oof;ford;mondeo;2294.53;25.87;zaragoza;sedan;65375;1985-12-05;98;24 meses;5 puertas;automatico;coche/cochenegro.jpg;oof estas con las letras de mi matricula
5946fgu;fiat;500;7125.22;10.17;soria;descapotable;495445;1975-07-19;104;18 meses;2 puertas;automatico;coche/cochegranate.jpg;fgu estas con las letras de mi matricula
1394xsv;fiat;500;2167.08;75.46;cordoba;turismo;191520;1996-01-30;70;16 meses;2 puertas;automatico;coche/cocherojo.jpg;xsv estas con las letras de mi matricula
2378qux;chevrolet;corvette;6249.01;25.75;valencia;descapotable;75103;2013-10-01;45;22 meses;3 puertas;manual;coche/cochegranate.jpg;qux estas con las letras de mi matricula
3717fiy;cadillac;escalade;6890.39;34.36;malaga;descapotable;335685;1971-09-28;169;2 meses;2 puertas;manual;coche/cochenegro.jpg;fiy estas con las letras de mi matricula
3410efx;honda;hr-v;8929.01;47.42;almeria;sedan;253355;2011-03-13;100;18 meses;3 puertas;automatico;coche/cocherojo.jpg;efx estas con las letras de mi matricula
5655ckz;ford;mondeo;8829.97;23.55;murcia;turismo;239684;2016-12-03;156;2 meses;3 puertas;automatico;coche/cocheturquesa.jpeg;ckz estas con las letras de mi matricula
3640grp;kia;rio;3115.34;7.39;vizcaya;sedan;492455;2017-11-29;82;18 meses;2 puertas;automatico;coche/cochenegro.jpg;grp estas con las letras de mi matricula
8568pgt;bmw;serie 1;8634.24;67.54;guipuzcoa;descapotable;30690;1979-12-16;196;8 meses;5 puertas;manual;coche/cochenegro.jpg;pgt estas con las letras de mi matricula
2732cey;ford;custom;9337.82;46.04;salamanca;descapotable;444104;2017-04-06;193;24 meses;5 puertas;automatico;coche/cochegranate.jpg;cey estas con las letras de mi matricula
7879rai;mercedes;vito;7739.11;47.57;salamanca;sedan;372437;1994-03-15;53;14 meses;3 puertas;manual;coche/cochenegro.jpg;rai estas con las letras de mi matricula
1106fok;citroen;aircross;3785.79;24.37;tarragona;turismo;442664;1987-03-19;172;22 meses;3 puertas;manual;coche/cochegranate.jpg;fok estas con las letras de mi matricula
4417wus;ford;fiesta;2430.69;12.09;huesca;descapotable;138723;1991-10-02;134;16 meses;5 puertas;automatico;coche/cochenaranja.jpg;wus estas con las letras de mi matricula
3888xit;citroen;berlingo;8048.36;33.78;badajoz;turismo;193886;1994-04-14;136;28 meses;4 puertas;manual;coche/cochemarron.jpg;xit estas con las letras de mi matricula
9027pup;bmw;serie1;3036.65;20.87;teruel;descapotable;243235;2001-09-15;74;6 meses;4 puertas;automatico;coche/cocherojo.jpg;pup estas con las letras de mi matricula
0826oke;ford;mondeo;5615.26;94.33;melilla;turismo;399734;1996-04-11;182;30 meses;5 puertas;manual;coche/cochegranate.jpg;oke estas con las letras de mi matricula
9274thr;fiat;doblo;5555.03;94.73;burgos;turismo;444887;2004-11-03;128;14 meses;2 puertas;manual;coche/cochenegro.jpg;thr estas con las letras de mi matricula
2739thp;hyhundai;elantra;1369.57;11.65;burgos;turismo;234842;1977-12-25;89;4 meses;4 puertas;manual;coche/cochegranate.jpg;thp estas con las letras de mi matricula
6684bkw;lexus;rx;8123.42;32.03;badajoz;turismo;30199;1995-07-05;47;2 meses;3 puertas;automatico;coche/cochenaranja.jpg;bkw estas con las letras de mi matricula
2611hfq;lexus;rx;1552.78;51.21;ciudad real;turismo;81274;1996-11-01;74;24 meses;4 puertas;automatico;coche/cochemarron.jpg;hfq estas con las letras de mi matricula
0631rxf;citroen;berlingo;1708.74;77.32;segovia;turismo;300573;2001-06-09;89;2 meses;5 puertas;automatico;coche/cocherojo.jpg;rxf estas con las letras de mi matricula
5374dug;audi;a4;9325.17;97.15;huesca;sedan;497731;2018-02-20;100;2 meses;3 puertas;automatico;coche/cochemarron.jpg;dug estas con las letras de mi matricula
2627fht;land rover;discovery;8797.23;37.28;jaen;sedan;218015;1989-10-21;117;24 meses;5 puertas;manual;coche/cochenaranja.jpg;fht estas con las letras de mi matricula
7741vwj;fiat;doblo;6289.18;65.51;a coruna;sedan;79990;1971-09-08;77;24 meses;3 puertas;automatico;coche/cochemarron.jpg;vwj estas con las letras de mi matricula
5897tus;fiat;panda;3606.55;37.59;ourense;turismo;107735;2019-01-30;139;12 meses;4 puertas;manual;coche/cochenaranja.jpg;tus estas con las letras de mi matricula
8231qap;seat;cordoba;6042.96;64.6;alaba;descapotable;91424;1979-06-16;109;30 meses;4 puertas;automatico;coche/cochenegro.jpg;qap estas con las letras de mi matricula
5831lfe;mercedes;clase a;294.84;10.86;ceuta;sedan;242561;1990-10-15;116;12 meses;2 puertas;manual;coche/cochemarron.jpg;lfe estas con las letras de mi matricula
5286qge;kia;sportage;7974.99;93.05;madrid;descapotable;493484;1986-09-06;59;6 meses;2 puertas;manual;coche/cochemarron.jpg;qge estas con las letras de mi matricula
8047pja;renault;megane;8643.37;60.95;asturias;descapotable;268757;1994-10-09;146;14 meses;5 puertas;manual;coche/cochenegro.jpg;pja estas con las letras de mi matricula
8470ebf;chevrolet;aveo;9895.73;99.0;cadiz;turismo;326143;1993-02-17;157;4 meses;5 puertas;automatico;coche/cocherojo.jpg;ebf estas con las letras de mi matricula
1168vyi;mercedes;clase c;8783.36;17.53;salamanca;descapotable;83839;1999-07-29;93;30 meses;2 puertas;automatico;coche/cochenaranja.jpg;vyi estas con las letras de mi matricula
0902quf;audi;a4;2634.24;40.55;segovia;sedan;474917;1990-09-15;134;16 meses;4 puertas;manual;coche/cochegranate.jpg;quf estas con las letras de mi matricula
1209jxp;fiat;doblo;3657.49;34.2;vizcaya;descapotable;180328;2018-04-29;77;30 meses;4 puertas;manual;coche/cochenaranja.jpg;jxp estas con las letras de mi matricula
9037koz;kia;picanto;9710.57;95.66;a coruna;turismo;482658;2017-02-05;153;16 meses;5 puertas;automatico;coche/cochegranate.jpg;koz estas con las letras de mi matricula
2287cfs;ford;mondeo;1736.05;7.28;alicante;sedan;5983;2019-03-12;29;18 meses;2 puertas;automatico;coche/cochegranate.jpg;cfs estas con las letras de mi matricula
8135jva;land rover;discovery;6509.87;26.46;santa cruz de tenerife;sedan;365582;1974-02-27;34;22 meses;5 puertas;manual;coche/cochenegro.jpg;jva estas con las letras de mi matricula
1458vfy;cadillac;escalade;8095.4;5.59;zaragoza;sedan;429682;2005-05-20;1;24 meses;5 puertas;automatico;coche/cocheturquesa.jpeg;vfy estas con las letras de mi matricula
1229kor;land rover;defender;8443.24;56.93;girona;sedan;387611;2002-05-06;127;14 meses;4 puertas;automatico;coche/cocheturquesa.jpeg;kor estas con las letras de mi matricula
1360ysi;kia;picanto;9153.57;11.51;valladolid;sedan;429652;1992-11-28;125;22 meses;5 puertas;automatico;coche/cocheturquesa.jpeg;ysi estas con las letras de mi matricula
2594thv;kia;rio;1814.67;24.85;toledo;sedan;496826;1972-08-07;80;24 meses;3 puertas;manual;coche/cocheturquesa.jpeg;thv estas con las letras de mi matricula
7372mrf;ford;mondeo;7672.71;32.9;a coruna;turismo;167312;1982-10-13;186;22 meses;4 puertas;manual;coche/cocherojo.jpg;mrf estas con las letras de mi matricula
3271dqb;kia;sportage;1301.06;37.36;soria;turismo;364403;1991-09-19;154;16 meses;5 puertas;automatico;coche/cocherojo.jpg;dqb estas con las letras de mi matricula
9670wnx;cadillac;ats;6622.67;82.24;toledo;turismo;97668;1995-05-19;34;14 meses;2 puertas;automatico;coche/cochenegro.jpg;wnx estas con las letras de mi matricula
4765uad;honda;hr-v;3000.59;77.96;asturias;sedan;311956;2015-08-03;108;4 meses;4 puertas;automatico;coche/cocheturquesa.jpeg;uad estas con las letras de mi matricula
6293ojb;audi;q5;3229.86;9.17;teruel;turismo;436312;1972-04-28;25;14 meses;4 puertas;automatico;coche/cochegranate.jpg;ojb estas con las letras de mi matricula
8811csr;kia;picanto;9798.99;81.9;zaragoza;descapotable;154082;2002-09-30;192;24 meses;2 puertas;automatico;coche/cochemarron.jpg;csr estas con las letras de mi matricula
5592qmu;hyhundai;elantra;3520.79;52.13;palencia;sedan;76197;1976-09-07;29;4 meses;2 puertas;automatico;coche/cocherojo.jpg;qmu estas con las letras de mi matricula
4810lwf;lexus;ns;8411.75;19.55;madrid;turismo;160585;1987-06-28;117;14 meses;4 puertas;manual;coche/cochenaranja.jpg;lwf estas con las letras de mi matricula
2533vtl;land rover;discovery;4906.3;64.4;las palmas;sedan;426472;1982-01-22;29;8 meses;4 puertas;automatico;coche/cochenegro.jpg;vtl estas con las letras de mi matricula
8831zyp;kia;sorento;7230.78;24.36;santa cruz de tenerife;turismo;354634;1987-04-10;194;4 meses;4 puertas;manual;coche/cochemarron.jpg;zyp estas con las letras de mi matricula
